step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,semantic_similarity,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
28170,45.0,0.0539568345323741,0.13272146784736713,0.13243826583754642,0.14284506206890932,0.8635602678571429,0.22829269590637863,0.35452678049676833,0.4835816489378856,1.0457293162693717,0.8756799101829529,0.6003472017459304,0.2479,0.4245305061340332,5.918643873717993e-05,0.987574577331543,8.6467,64.302,8.096
28796,46.0,0.05611510791366906,0.1261075901183815,0.12597797952114498,0.13569660362955813,0.8638950892857142,0.22151106220957245,0.347147709896377,0.47826067410786244,1.0379692739027735,0.8740538954734802,0.5935707549035227,0.2446,1.1048609018325806,5.190863966399948e-05,0.9954118728637695,8.6259,64.457,8.115
29422,47.0,0.05467625899280575,0.1298569488065891,0.12956074940247603,0.13802580728938943,0.8631417410714286,0.22423500970513072,0.34902729745816446,0.4797088148284967,1.0354838956879215,0.8745246529579163,0.5978023468851775,0.2441,0.7976797223091125,4.504110525345302e-05,0.9997778534889221,8.6203,64.499,8.12
30048,48.0,0.05431654676258993,0.1306265162522915,0.13034773345676348,0.13612746094261577,0.8633928571428572,0.2213163330751431,0.3488510042696143,0.4810985386035317,1.022741356390844,0.8744258284568787,0.5989319485216904,0.2417,0.7618691325187683,3.86028609684824e-05,1.0072368383407593,8.6213,64.492,8.119
30674,49.0,0.05503597122302158,0.12462106505271972,0.12441323131970614,0.13285473689350172,0.8630859375,0.21812472434626937,0.34331880977316026,0.47596569063198413,1.0447218980598176,0.873427152633667,0.5936181805324372,0.2388,0.9424458146095276,3.261174298881833e-05,1.008370041847229,8.6302,64.425,8.111
31300,50.0,0.05503597122302158,0.1283745194320734,0.1281067336606905,0.13707852934874867,0.8633091517857143,0.22258682226482157,0.34826438179204355,0.48028141657416973,1.042018670768892,0.8742773532867432,0.5964906263037872,0.2352,1.0940301418304443,2.708434879854862e-05,1.0168367624282837,8.6344,64.394,8.107
31926,51.0,0.05539568345323741,0.12535577398886752,0.1250994076533645,0.13561031188853356,0.863671875,0.22081892856906657,0.3451074756281452,0.47737679499001845,1.0349962448299672,0.8736388683319092,0.591535540157594,0.2353,0.487026572227478,2.203599120530484e-05,1.0157177448272705,8.6375,64.371,8.104
32552,52.0,0.05503597122302158,0.12671205692788426,0.12658244633064777,0.13664030749593004,0.8631417410714286,0.22348955464905226,0.3480953992191588,0.4798295452953957,1.045748151333844,0.8740859627723694,0.5969419088670247,0.2336,1.3791249990463257,1.7480655918450185e-05,1.0148564577102661,8.6544,64.245,8.088
33178,53.0,0.05431654676258993,0.1262712738899789,0.1260368432526706,0.13345422100171608,0.8633928571428572,0.2192622142168809,0.34353631563228143,0.47603223841265824,1.0498677768661528,0.873196542263031,0.5924552279132546,0.2331,0.5320239663124084,1.3430962803791746e-05,1.0147110223770142,8.6231,64.478,8.118
33804,54.0,0.05503597122302158,0.12630581249286285,0.1260500171291538,0.13686959962188516,0.8634765625,0.22470576314636312,0.34819436472793813,0.4799545626603993,1.0456865831926836,0.8739181160926819,0.5966485526318923,0.2325,0.9824460744857788,9.898130922155879e-06,1.018244743347168,8.6165,64.528,8.124
34430,55.0,0.05647482014388489,0.12759971762849462,0.12736528699118627,0.13978217603193382,0.8633091517857143,0.2274207040378422,0.35122646078210645,0.4824110353993476,1.0421519137576465,0.8746033906936646,0.5991762483887804,0.2325,2.018178939819336,6.891947448680736e-06,1.0153708457946777,8.6315,64.415,8.11
35056,56.0,0.05467625899280575,0.12576144798446956,0.12554881808838644,0.1385997145804998,0.8635881696428571,0.2256003411960765,0.34981127748742913,0.48091018765303456,1.0442843992787236,0.8743433952331543,0.597917892979525,0.2289,1.0203548669815063,4.420740558931468e-06,1.0190842151641846,8.6345,64.393,8.107
35682,57.0,0.05575539568345324,0.1276579256075659,0.12738250957675418,0.13925427403814983,0.8635323660714286,0.22549356692094571,0.3505731230522296,0.48183500288282033,1.045082994083412,0.8744902014732361,0.5992576258873447,0.2304,0.901140570640564,2.4913563569524344e-06,1.0204882621765137,8.6385,64.363,8.103
36308,58.0,0.05503597122302158,0.12637495198646279,0.12609953595565104,0.1365029074211331,0.8635323660714286,0.22259936958559418,0.34746995644250617,0.47949540104361504,1.03958246461364,0.8740627765655518,0.5982327874816901,0.2312,1.9849940538406372,1.1091399091736288e-06,1.020721673965454,8.6353,64.387,8.106
36934,59.0,0.05539568345323741,0.12786176253802153,0.12758634650720982,0.13751641342430004,0.8635044642857143,0.22378640492635443,0.3487917309693877,0.480639062413596,1.0395354839097417,0.87429279088974,0.5988142798895941,0.2286,0.7806187272071838,2.7792043671477366e-07,1.0206719636917114,8.6101,64.575,8.13
37560,60.0,0.05503597122302158,0.1275020503078057,0.127226634276994,0.13715947721395477,0.8635323660714286,0.22344658758694724,0.3485181493796399,0.48040116656936854,1.039343880743556,0.8742376565933228,0.5985209649080316,0.229,0.2021123468875885,7.071084162646458e-13,1.0207475423812866,8.6284,64.438,8.113
