step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,semantic_similarity,rag_rouge1,rag_rougeL,rag_bleu,rag_meteor,rag_chrf,rag_fuzzy,rag_len_ratio,rag_bertscore_f1,rag_semantic_similarity,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
12144,12.0,0.0013333333333333333,0.127557644751784,0.12679573998987922,0.1339383069399265,7.232505427508982e-05,0.33677485258125495,0.3691552657713362,0.3727364570508116,3.53037951682505,0.8552623987197876,0.5657664997023013,0.06113299187142982,0.05999586093868485,0.03678501879819094,0.09536892234789826,0.21062012779254063,0.30576028580368514,3.3250713751360457,0.8225355744361877,0.40452479228087596,0.8139,3.919691801071167,2.4001317523056655e-05,1.7628228664398193,5.8523,76.893,19.309
13156,13.0,0.0035555555555555557,0.1268754873261507,0.12674850319916656,0.1649709228175369,7.971835549610472e-05,0.3714408532925044,0.39258318742452686,0.39605260482907995,3.0304426251460357,0.8557414412498474,0.595588420709802,0.054988355598532705,0.0548517391285829,0.03733645318567082,0.09250780726568744,0.20325603933169503,0.30115972761805465,3.1851730776173937,0.8195773363113403,0.3969422633155352,0.7671,4.348531723022461,2.2667984189723322e-05,1.7802692651748657,5.854,76.871,19.303
14168,14.0,0.0026666666666666666,0.11502177157787108,0.11475510491120443,0.14839790546485915,7.964895373374413e-05,0.32326005943552266,0.3655995396643254,0.39703743413622256,2.3135481372847067,0.8542275428771973,0.5798944552424882,0.05792919969037325,0.05713554889672246,0.03744038722497331,0.09207706479658126,0.20262797705663765,0.30562677125413545,3.1161664428849267,0.8239907622337341,0.3996821706481278,0.7222,4.474414825439453,2.133465085638999e-05,1.798977017402649,5.8509,76.911,19.313
15180,15.0,0.0008888888888888889,0.12043354996393302,0.12015206848245152,0.14387328547904848,5.8663683779000825e-05,0.3398962372747069,0.3768341445246846,0.3885728624371416,2.939669716591836,0.8567899465560913,0.5760404256971347,0.060951986491495885,0.060542462681972074,0.03545086910759251,0.09001193632163078,0.20516017531148217,0.30351922812859256,3.4238688304617706,0.8210987448692322,0.3993494988940656,0.6811,5.732054233551025,2.0001317523056656e-05,1.8088406324386597,5.852,76.896,19.31
16192,16.0,0.0013333333333333333,0.10229512690742204,0.10193283734513249,0.152574404820534,4.4250723645248546e-05,0.3564083276621392,0.3857637994363285,0.3925201233013485,2.851335984931356,0.8577239513397217,0.5956106336067121,0.058091674135650376,0.05726730678187126,0.04041298520070505,0.0981688164308043,0.20950051179737342,0.3014702033284935,3.6253085834601984,0.8210940957069397,0.4077360687057177,0.6436,3.353156328201294,1.8667984189723323e-05,1.8281147480010986,5.8518,76.899,19.31
17204,17.0,0.0013333333333333333,0.1329006908264908,0.13267846860426857,0.16108280288495197,2.6761479530379198e-05,0.3605894968904216,0.39325487257006186,0.39892344949700864,2.969343855080419,0.8593500256538391,0.59293973235579,0.051621920607258814,0.05117492141658146,0.03251086996605085,0.08925583672819751,0.20473645161133963,0.2953941575983192,3.9042876410357494,0.8210000395774841,0.3922595632016245,0.6117,4.031508922576904,1.7334650856389987e-05,1.8384937047958374,5.8571,76.83,19.293
18216,18.0,0.0013333333333333333,0.10644457224391228,0.1057711715705116,0.1496507645689933,6.18093695224785e-05,0.3393474947066942,0.37642410799600395,0.38652720829436066,2.8885165955066823,0.8499171733856201,0.5788058694849412,0.057595319479538866,0.05712685707774313,0.032795286470921094,0.09063025336798884,0.2011218977765614,0.29524711854418423,3.6650803046007567,0.8191981911659241,0.3968471378984137,0.5843,3.837460517883301,1.6001317523056654e-05,1.8480165004730225,5.853,76.883,19.306
19228,19.0,0.0008888888888888889,0.10578048877314371,0.10574983743214754,0.11893513543982913,4.4250723645248546e-05,0.30652417765225415,0.3506708696580651,0.3639511002149629,2.9958421054529314,0.8496240973472595,0.5554652374444736,0.06434992751403389,0.06396368412779051,0.042484567749999584,0.10028221224653033,0.2119601191382494,0.3086459537490218,3.310503821940293,0.8238890767097473,0.4078584127506862,0.5551,3.1754043102264404,1.466798418972332e-05,1.8621494770050049,5.8572,76.828,19.292
20240,20.0,0.0017777777777777779,0.10255158831325648,0.10210714386881203,0.1412685236352828,4.4320125407609145e-05,0.3275260597120095,0.36954149142388765,0.3846031753187499,2.9290048851026755,0.8512455821037292,0.5677029337651199,0.05919588753087916,0.05883176736644585,0.03378698062319014,0.09073932640563351,0.20295196393000892,0.30073933370671535,3.3863148858405205,0.818202555179596,0.39826903309176365,0.5341,3.5526936054229736,1.3334650856389988e-05,1.872846007347107,5.8552,76.854,19.299
21252,21.0,0.0017777777777777779,0.1018237587906441,0.10178672175360708,0.13208472741803154,2.6761479530379198e-05,0.32424422679340725,0.3637197968674717,0.3788087601108881,2.9497368668206727,0.8550904989242554,0.5756720106361641,0.06306181972395833,0.0625785745740465,0.03722930887806854,0.09574740436562804,0.2105882647879606,0.30302363529578363,3.5847756256094176,0.8254925012588501,0.40463830553160773,0.511,2.440983295440674,1.2001317523056655e-05,1.8786379098892212,5.8552,76.854,19.299
22264,22.0,0.00044444444444444447,0.10569031195096243,0.10520923746988796,0.12820681774229867,3.9531403804728246e-05,0.3216601420025962,0.3600670732466816,0.3677646439224167,3.0854800824310953,0.8524592518806458,0.5653987058899883,0.05534051750365903,0.05482586202716447,0.033999649219926945,0.09214578115002679,0.20301577247750985,0.29452719902574087,3.7044151139232877,0.8180748820304871,0.4010737951969107,0.493,3.9511096477508545,1.0667984189723322e-05,1.8915237188339233,5.8545,76.864,19.301
23276,23.0,0.00044444444444444447,0.09656967413160429,0.09645856302049317,0.12118732388535425,2.6761479530379198e-05,0.3059264164412989,0.3525257510212221,0.3725694034037369,3.081411167114531,0.8534268140792847,0.5664528394382861,0.060927773043293075,0.060181112296632325,0.03656673508207798,0.09411098363852616,0.20643838278850554,0.3020836165370578,3.3807288751258806,0.8200300931930542,0.4015112260043,0.4784,3.6424078941345215,9.334650856389987e-06,1.8964062929153442,5.8579,76.819,19.29
24288,24.0,0.0013333333333333333,0.09965496436585494,0.09965496436585494,0.1251719591771915,2.6761479530379198e-05,0.3079048491458497,0.3550814474353425,0.37429735132413794,2.8363233253933986,0.8502398133277893,0.5680579840913415,0.0611769763741722,0.06046120889221135,0.03904018523675961,0.09774788607690289,0.21141773136418232,0.3032708284637189,3.5382360493588476,0.8222659826278687,0.4028008568233086,0.4628,4.279303073883057,8.001317523056654e-06,1.9042632579803467,5.8579,76.82,19.29
25300,25.0,0.0013333333333333333,0.09949350592854875,0.09944672230281774,0.11641557934312957,2.6761479530379198e-05,0.29488343293419433,0.34084948739180704,0.3639895778065104,3.362216535120078,0.8478017449378967,0.5440007283182607,0.06497820738153863,0.06430489304155763,0.04064124362114192,0.09923119007647194,0.21092057494749084,0.303631584593458,3.5168720419104367,0.8184935450553894,0.4045553577658203,0.452,2.403393268585205,6.667984189723321e-06,1.9093774557113647,5.8601,76.79,19.283
26312,26.0,0.0008888888888888889,0.10331907029797657,0.10266228017451978,0.1209247145903413,2.6761479530379198e-05,0.31900553941529985,0.3554409605000292,0.35938556186871384,3.2011327220496484,0.8506928086280823,0.5722672032407589,0.05961982334355826,0.05903848616222107,0.037210707136887816,0.0980335253887792,0.20881950432879012,0.2983057785095048,3.6310310038049343,0.8213961124420166,0.4020549627186524,0.4401,3.8615119457244873,5.334650856389987e-06,1.912218451499939,5.859,76.805,19.287
27324,27.0,0.0013333333333333333,0.0994756051633263,0.09925338294110408,0.1239399319404819,2.6761479530379198e-05,0.316785742948207,0.35973198414921825,0.37231795348403507,3.260571830885463,0.8549021482467651,0.5690638655531738,0.06128374157058533,0.060675275962119725,0.039383014767501744,0.09654726899875235,0.20942274958899898,0.30355210412886585,3.4459464706477387,0.8178919553756714,0.40379665497980183,0.4313,3.5122344493865967,4.001317523056654e-06,1.9173866510391235,5.8572,76.828,19.292
28336,28.0,0.0013333333333333333,0.10806616700885714,0.10752295713231393,0.1143515807914179,2.6761479530379198e-05,0.2996813310617007,0.34541730772371165,0.3588030483936241,3.2524031754231846,0.8517537713050842,0.5541988444965746,0.06583467711112274,0.06503454158457661,0.03828485976861695,0.10003061651482777,0.21487466329907157,0.3033401040676801,3.8093658234540273,0.8238784670829773,0.4073635427740713,0.4241,4.44620943069458,2.6679841897233207e-06,1.9187949895858765,5.859,76.805,19.287
29348,29.0,0.0017777777777777779,0.09967859496436186,0.09899605528182219,0.12297546377631617,2.6761479530379198e-05,0.3081495343485278,0.35130183309162955,0.36537577075899996,3.1753955618555167,0.8512894511222839,0.5629615484451255,0.058823449442911686,0.05828197116810007,0.04018756564384455,0.09848756471126877,0.21221713510576484,0.30851112473419845,3.5803781214852792,0.8231090903282166,0.4044219889353133,0.4185,3.1388092041015625,1.3346508563899868e-06,1.921156644821167,5.8578,76.82,19.29
30360,30.0,0.0013333333333333333,0.10344144556607104,0.1025174189753778,0.12756455237777034,2.6761479530379198e-05,0.3155314270495403,0.3551165331468905,0.36568576390754226,3.119657481392981,0.8533021807670593,0.5601950834020972,0.06264839918693285,0.062030735224170866,0.038367203210717495,0.09850679976884938,0.21220465174179998,0.3049224779907061,3.441799983496509,0.8226388692855835,0.40892495073336693,0.4146,1.847115159034729,1.3175230566534915e-09,1.9214080572128296,5.8548,76.86,19.3
