step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0,,0.0,0.003173461231015188,0.003173461231015188,0.001696109246480348,0.034849330357142855,0.00802349438817678,0.04633725131594559,0.15687182511106088,0.7621951571821123,0.7841577529907227,,,,28.731191635131836,8.5522,65.012,8.185
626,1.0,0.0,0.0,0.0,0.0009364545231573324,0.512890625,0.002605925891441097,0.13704900922064783,0.24486777403823817,0.8998893269334358,0.7962113618850708,12.8008,10.566555976867676,9.94732281802254e-05,3.2803795337677,8.5952,64.687,8.144
1252,2.0,0.0,0.0,0.0,0.003552478984644035,0.5202566964285714,0.011711652900707609,0.14018351157459139,0.24303411711462933,0.8673852572985904,0.8029012084007263,3.3533,290.9725646972656,9.680745223845588e-05,2.9977338314056396,8.6173,64.522,8.123
1878,3.0,0.0,0.0,0.0,0.0028777378551704453,0.5443080357142858,0.012973928343920993,0.14307588146148503,0.2390584842577714,0.439099978107446,0.8059480786323547,3.0822,53.75687026977539,9.200630015955671e-05,2.6119320392608643,8.6229,64.479,8.118
2504,4.0,0.02877697841726619,0.05052243919150395,0.05052243919150395,0.10070260897296009,0.8,0.15716262358324543,0.2777076635688048,0.41599633059798014,1.3320404140064848,0.8588863611221313,1.9296,1.855950117111206,8.528880256984316e-05,1.0303820371627808,8.6197,64.503,8.121
3130,5.0,0.04280575539568345,0.03039568345323741,0.03039568345323741,0.10072068808684786,0.8214285714285714,0.1708157966008034,0.2892077876381815,0.4233473202490094,1.196668195126425,0.8625818490982056,1.213,0.51656174659729,7.69614146034512e-05,0.9260894656181335,8.6006,64.646,8.139
3756,6.0,0.04820143884892086,0.036840527577937654,0.036840527577937654,0.11144293135069172,0.82890625,0.19725329514579573,0.3203406707976956,0.45263521535352175,1.1199462504039477,0.8683799505233765,1.0991,3.7848689556121826,6.740403528708851e-05,0.8926184177398682,8.6252,64.462,8.116
4382,7.0,0.04820143884892086,0.021510791366906475,0.021510791366906475,0.11630582585920654,0.8316964285714286,0.1929854360647197,0.3273910038618427,0.4591612782938846,1.1294524406817013,0.8695799708366394,1.0358,1.082350730895996,5.705267638276445e-05,0.8659037351608276,8.6292,64.433,8.112
5008,8.0,0.04820143884892086,0.023038711887632752,0.023038711887632752,0.11248203063974228,0.8354910714285714,0.18844167196061948,0.3161334491047921,0.4456280489761766,1.1242863572028257,0.8655086159706116,1.0037,1.1652404069900513,4.637957134336061e-05,0.8487741351127625,8.624,64.471,8.117
5634,9.0,0.051798561151079135,0.02408359027064063,0.02408359027064063,0.11405457647946053,0.8367745535714286,0.1918299518592251,0.32422797151102506,0.45411470113126956,1.1294332062581416,0.8674280643463135,0.9826,1.0820101499557495,3.5871631819058595e-05,0.8392995595932007,8.6064,64.603,8.134
6260,10.0,0.039568345323741004,0.013549160671462829,0.013549160671462829,0.09748299260017884,0.8373325892857143,0.17161042426425888,0.29692231054712503,0.4306530481753875,1.0288566087434519,0.862501859664917,0.9571,0.6677122116088867,2.60082345380829e-05,0.8335824012756348,8.6293,64.432,8.112
6886,11.0,0.04460431654676259,0.017146282973621103,0.017146282973621103,0.10171366189253875,0.8381975446428571,0.17499966060028266,0.2972474029736453,0.4295294503400394,1.0235392719996195,0.8621017336845398,0.9448,0.5185672640800476,1.723935193383e-05,0.8284828066825867,8.6095,64.58,8.131
7512,12.0,0.04136690647482014,0.017326139088729015,0.017326139088729015,0.10086183561396649,0.83828125,0.17606116221984455,0.29961744007050634,0.43276639401375544,1.0507361867359768,0.8628102540969849,0.9371,1.3717139959335327,9.965024208595418e-06,0.8283188343048096,8.6294,64.431,8.112
