step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
693,1.0,0.015909090909090907,0.03833333333333333,0.03833333333333333,0.04757856412893943,0.7656503652597403,0.11570235198549617,0.22319933594976854,0.36873029190153606,0.974076636927222,0.8402315378189087,8.0059,0.7257429957389832,0.00029976347329250646,1.1858409643173218,9.5372,64.589,8.074
1386,2.0,0.044805194805194806,0.07352813852813853,0.07352813852813853,0.09926489794557077,0.8415685876623377,0.18012982555325277,0.28117975357495234,0.4092029236438363,0.9604803107792491,0.8569349646568298,1.1285,14.763267517089844,0.0002986296280271009,0.8038685917854309,9.7945,62.892,7.862
2079,3.0,0.04415584415584416,0.0626917130488559,0.0626917130488559,0.09577281614208337,0.8497615665584416,0.17299203586158385,0.27165445187707515,0.39382641992910883,0.9107764960576501,0.8532012701034546,0.9051,0.6279552578926086,0.00029656607119876114,0.7486922144889832,9.5601,64.434,8.054
2772,4.0,0.048051948051948054,0.08525046382189239,0.08525046382189239,0.12064481348826503,0.8554180194805194,0.20233134185783905,0.2998519224334308,0.42055999451063425,1.0137112570012754,0.8590203523635864,0.8262,0.44232428073883057,0.0002935857108169437,0.729145884513855,9.8044,62.829,7.854
3465,5.0,0.046753246753246755,0.0727504638218924,0.0727504638218924,0.10386838106472583,0.8573965097402597,0.18510174119400477,0.2831657029280768,0.41065388944537157,0.9563979505618577,0.8566449284553528,0.7765,0.24095448851585388,0.00028970718970236644,0.7052603363990784,9.5608,64.43,8.054
4158,6.0,0.052597402597402594,0.12124761514843208,0.12124761514843208,0.12042160452479712,0.861911525974026,0.2085456525755474,0.31070952824341014,0.4303065282612545,0.9854722901160244,0.8612014651298523,0.7345,0.4121449291706085,0.00028495476887199604,0.6845701932907104,9.5773,64.319,8.04
4851,7.0,0.058766233766233765,0.13399330483181415,0.13399330483181415,0.1396002311342716,0.8631290584415584,0.23034413275086718,0.3378045408630097,0.45561887625552755,1.0679461392631147,0.8669916987419128,0.7014,0.49223819375038147,0.0002793581757809609,0.6812633275985718,9.5636,64.411,8.051
5544,8.0,0.05194805194805195,0.13579939453787382,0.13579939453787382,0.13435186712905084,0.8646763392857143,0.22173128174463225,0.32038192204576627,0.44058470518474835,0.9650024373987677,0.8656296133995056,0.6731,0.43044519424438477,0.0002729524183706711,0.6659976840019226,9.5672,64.386,8.048
6237,9.0,0.06233766233766234,0.13955099311254027,0.13955099311254027,0.14669118183051189,0.8651582792207793,0.23744661876813655,0.3441825258865216,0.462677751830786,1.0601354607113886,0.8690892457962036,0.6474,0.3765307664871216,0.00026577756608631555,0.6673703789710999,9.574,64.341,8.043
6930,10.0,0.05162337662337663,0.13847273757988043,0.13847273757988043,0.12989267625757606,0.8674157873376623,0.2234808094101923,0.3321169105173519,0.4537294789628253,1.0443158374764874,0.8675839900970459,0.6244,0.5378987789154053,0.00025787849923352156,0.6629276275634766,9.5782,64.312,8.039
7623,11.0,0.05227272727272727,0.1399904068362345,0.1399904068362345,0.14320986729765098,0.8690137987012987,0.2395567270006884,0.3478731461281896,0.4666855459094795,1.0192240014648744,0.8697324395179749,0.6031,0.43041571974754333,0.00024930462824200567,0.6579522490501404,9.5788,64.309,8.039
8316,12.0,0.05097402597402598,0.12893342992133314,0.12893342992133314,0.13631568053295326,0.869622564935065,0.22870610864339427,0.3340487351503856,0.45490935915440256,0.9775029464952122,0.86895751953125,0.5848,0.27553725242614746,0.0002401095845922857,0.6565744876861572,9.5932,64.212,8.027
