step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1,semantic_similarity,train_loss,grad_norm,learning_rate,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0,,0.0,0.0019464434449441945,0.0019464434449441945,0.0016524805656408432,0.039365571120689655,0.008136584983882053,0.04645692580039302,0.16236133550325987,0.41694514312541636,0.7877388000488281,0.16727052530172565,,,,25.25823402404785,7.8176,58.842,7.419
517,1.0,0.0,0.0,0.0,0.010337671518146402,0.7133957435344828,0.051355375476496455,0.13643842927548225,0.2823565570764174,0.4067335539310439,0.8387841582298279,0.3432222551880809,8.6885,1.45332670211792,0.0003982758303863914,1.4872320890426636,7.3647,62.46,7.875
1034,2.0,0.02434782608695652,0.05837888198757764,0.05837888198757764,0.11855377081006528,0.7905778556034483,0.19793574370817396,0.31923024606268674,0.4553804613857679,1.5559154402570214,0.8648427128791809,0.45478600635112304,1.3669,0.981991171836853,0.0003881211576038883,1.0841635465621948,7.3814,62.319,7.858
1551,3.0,0.03173913043478261,0.07005841018884497,0.07005841018884497,0.1287704982545577,0.8010843211206896,0.20946076562576385,0.32729250153722883,0.45606480666021576,1.5410595910817824,0.8640046119689941,0.4716127478865826,1.1196,0.9535989165306091,0.00036930532198062164,1.0472618341445923,7.338,62.687,7.904
2068,4.0,0.034782608695652174,0.07487068437388131,0.07487068437388131,0.1249262982463248,0.8070447198275862,0.20123698534781082,0.3257186005676516,0.4576988769690753,1.4398954065980887,0.8669891953468323,0.4759884208448879,1.0158,0.5810976028442383,0.0003426946110644349,0.9893591403961182,7.3379,62.688,7.904
2585,5.0,0.035217391304347825,0.08172823503577979,0.08172823503577979,0.16154449873765425,0.8117254849137931,0.23723253038483444,0.34368460130815565,0.47401001208673565,1.3416796855896622,0.8712736964225769,0.5075873532101673,0.9483,1.3102394342422485,0.00030951419114437923,0.9720192551612854,7.9247,58.046,7.319
3102,6.0,0.043043478260869565,0.07782938076416338,0.07782938076416338,0.14502807849183952,0.8131398168103449,0.22394096628333382,0.3426308567933535,0.469728316206892,1.4188401971467504,0.8711565732955933,0.50673265479829,0.9061,0.5310590863227844,0.0002712917001731068,0.9661930203437805,7.9392,57.94,7.306
3619,7.0,0.04739130434782609,0.08424585921325052,0.08424585921325052,0.13945038294723833,0.8159348060344828,0.21981273302417054,0.34317912972421666,0.46765271336159786,1.4563973300922304,0.8719513416290283,0.508432338181883,0.8641,0.23734474182128906,0.00022978691478977065,0.9520251750946045,7.9716,57.705,7.276
4136,8.0,0.036521739130434785,0.08174023540177963,0.08174023540177963,0.15313637262236376,0.8166419719827587,0.2315040844824942,0.34006288622109476,0.4729402798916343,1.2588013373040372,0.8729826807975769,0.518506979316716,0.8324,0.6143430471420288,0.00018691072959790597,0.9515758156776428,7.9052,58.189,7.337
4653,9.0,0.044782608695652176,0.09320529832486354,0.09320529832486354,0.1446516221297136,0.8176185344827587,0.22298405849453587,0.34062597786709303,0.46964540724687653,1.3489034152443706,0.8720059394836426,0.5163380372390637,0.8073,0.5283457636833191,0.00014463717892021984,0.954740047454834,7.8892,58.307,7.352
5170,10.0,0.04434782608695652,0.08939458247066942,0.08939458247066942,0.13746195790091464,0.8191675646551724,0.21845876866400749,0.3386465880574299,0.46504467013635853,1.372103953654852,0.8717526197433472,0.517760247817344,0.7836,0.3977324366569519,0.00010491255157898106,0.9560190439224243,7.5168,61.196,7.716
5687,11.0,0.043478260869565216,0.09015527950310559,0.09015527950310559,0.13732913676121258,0.819403286637931,0.21657689609081474,0.33552201964621836,0.4666410042398418,1.3370462513863022,0.8715074062347412,0.5147558584011606,0.7681,0.45028606057167053,6.956578308879862e-05,0.9530240893363953,7.2898,63.102,7.956
6204,12.0,0.04434782608695652,0.09502156659765355,0.09502156659765355,0.1400664010905013,0.8201778017241379,0.21941435699240053,0.33791002154050725,0.4681492330206086,1.3591293132344837,0.8718807101249695,0.5174545418989399,0.7587,0.822268009185791,4.022425083607397e-05,0.9579340219497681,7.9013,58.218,7.341
6721,13.0,0.041304347826086954,0.08916356107660456,0.08916356107660456,0.13312580590890608,0.8200431034482759,0.21307741102022867,0.33052908628061345,0.46298307235972247,1.332116066313894,0.8709405064582825,0.515225078334384,0.7495,0.4444263279438019,1.8238849064045316e-05,0.9546043276786804,7.9607,57.784,7.286
7238,14.0,0.04434782608695652,0.0906376811594203,0.0906376811594203,0.13355973665062956,0.8195379849137931,0.21301565318169252,0.33136978122894195,0.4634541558099887,1.333599623201622,0.8711077570915222,0.5150715481056629,0.7459,0.8535247445106506,4.621793236898175e-06,0.9568572044372559,7.9344,57.975,7.31
7755,15.0,0.04391304347826087,0.08955072463768116,0.08955072463768116,0.13291217683863119,0.8197400323275862,0.21210886162225717,0.33030246378010175,0.46268858670848806,1.3338596078671485,0.8707456588745117,0.514348657194768,0.7401,0.47586190700531006,1.7291425646881464e-11,0.9574159383773804,7.9088,58.163,7.334
