step,epoch,accuracy,rouge1,rougeL,bleu,masked_accuracy,meteor,chrf,fuzzy,len_ratio,bertscore_f1
7623,11.0,0.237012987012987,0.20380333951762525,0.20380333951762525,0.2805506108838354,0.8708147321428571,0.394352919830227,0.48812559280342965,0.5856975882524458,1.1722622131102425,0.8962559700012207
8316,12.0,0.23863636363636365,0.20573335394763964,0.20573335394763964,0.26899863010805447,0.8705357142857143,0.38037713915716415,0.47740633163813306,0.5795307703751904,1.1456899251935615,0.8952293992042542
9009,13.0,0.2418831168831169,0.20634147598433314,0.20634147598433314,0.26427551721860826,0.8716264204545454,0.376744534514127,0.47057818826586634,0.5693595414874636,1.1464731631407352,0.8931877613067627
9702,14.0,0.237012987012987,0.20479540300968874,0.20479540300968874,0.2704782206903449,0.8724888392857143,0.37840147918198214,0.47568282423506486,0.5772352230215344,1.1473302103383003,0.895145058631897
10395,15.0,0.2224025974025974,0.19289064110492682,0.19289064110492682,0.26172667794403515,0.8726156655844156,0.3779668723454567,0.4733798046966749,0.5763908280782519,1.0766492642089556,0.8952863812446594
11088,16.0,0.23863636363636365,0.21480622552051123,0.21480622552051123,0.27745164718009735,0.872463474025974,0.3925865281921722,0.48706548884329043,0.5832740084172057,1.1257061699742037,0.8972938656806946
11781,17.0,0.21915584415584416,0.19694908266336836,0.19694908266336836,0.25531510359053367,0.873833198051948,0.3694734781568541,0.465883008775442,0.569242679312905,1.0857993856185673,0.8932585120201111
12474,18.0,0.2418831168831169,0.19981704803133374,0.19981704803133374,0.27841111826107773,0.8734780844155844,0.3912587804718747,0.4868659090375404,0.5864870836550482,1.1189512991343096,0.8967233896255493
13167,19.0,0.21753246753246752,0.19248479694908266,0.19248479694908266,0.25797492083779194,0.873528814935065,0.37355655744137406,0.4685121314813816,0.5707406877384802,1.1173561777321104,0.8934026956558228
13860,20.0,0.2077922077922078,0.18233869305297876,0.18233869305297876,0.24795386972841604,0.8735034496753247,0.3658682900633129,0.46162815463793316,0.5667574291933719,1.1068379090964695,0.8920878767967224
14553,21.0,0.2353896103896104,0.20171098742527313,0.20171098742527313,0.27400138948165687,0.8739346590909091,0.3923174851804941,0.4854526890173745,0.5834731902119212,1.1293493584220673,0.8961048722267151
15246,22.0,0.237012987012987,0.20181921253349824,0.20181921253349824,0.2718888807491471,0.8740868506493507,0.3875432202341057,0.48097710065746824,0.5815677864022709,1.097026559920782,0.8960421681404114
15939,23.0,0.2353896103896104,0.20053854875283447,0.20053854875283447,0.2730464799692437,0.8742644074675324,0.3895421997624242,0.47851242527896226,0.576686957615696,1.0922506964838483,0.8958799839019775
16632,24.0,0.2353896103896104,0.1976525458668316,0.1976525458668316,0.2741849181979181,0.8744419642857143,0.3915697635989234,0.4841076207692994,0.5832981619440055,1.0996131920657293,0.8967266082763672
17325,25.0,0.22727272727272727,0.19559626881055453,0.19559626881055453,0.2658373120095227,0.8744673295454546,0.3850786126405455,0.47706200157491246,0.5774862416817418,1.117168451415188,0.8951408267021179
18018,26.0,0.23376623376623376,0.2057874665017522,0.2057874665017522,0.27521413918425497,0.8742644074675324,0.3924910740295506,0.4833877708337187,0.5832427890138963,1.0955029616181708,0.8967277407646179
18711,27.0,0.237012987012987,0.20389352710781283,0.20389352710781283,0.2748084900310435,0.8742644074675324,0.39145016839578706,0.4829127961372963,0.582865358822184,1.1027737161273274,0.8964627981185913
19404,28.0,0.2353896103896104,0.20533652855081427,0.20533652855081427,0.2733695203400651,0.8740614853896104,0.3919507201674979,0.48215144150224437,0.5811893738149952,1.1360922627893533,0.8963796496391296
20097,29.0,0.23376623376623376,0.20479540300968874,0.20479540300968874,0.2732431471546322,0.8740361201298701,0.39155586683182064,0.4818398315454332,0.5825078638511116,1.0988196686735305,0.8966702818870544
20790,30.0,0.23376623376623376,0.20425427746856317,0.20425427746856317,0.27399764881691097,0.8740614853896104,0.3920079039074999,0.4823444461610401,0.5827356792628396,1.0997945877805049,0.8966823220252991
